"","hospital_pk","collection_week","state","ccn","hospital_name","address","city","zip","hospital_subtype","fips_code","is_metro_micro","total_beds_7_day_avg","all_adult_hospital_beds_7_day_avg","all_adult_hospital_inpatient_beds_7_day_avg","inpatient_beds_used_7_day_avg","all_adult_hospital_inpatient_bed_occupied_7_day_avg","inpatient_beds_used_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg","inpatient_beds_7_day_avg","total_icu_beds_7_day_avg","total_staffed_adult_icu_beds_7_day_avg","icu_beds_used_7_day_avg","staffed_adult_icu_bed_occupancy_7_day_avg","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg","staffed_icu_adult_patients_confirmed_covid_7_day_avg","total_patients_hospitalized_confirmed_influenza_7_day_avg","icu_patients_confirmed_influenza_7_day_avg","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg","total_beds_7_day_sum","all_adult_hospital_beds_7_day_sum","all_adult_hospital_inpatient_beds_7_day_sum","inpatient_beds_used_7_day_sum","all_adult_hospital_inpatient_bed_occupied_7_day_sum","inpatient_beds_used_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum","inpatient_beds_7_day_sum","total_icu_beds_7_day_sum","total_staffed_adult_icu_beds_7_day_sum","icu_beds_used_7_day_sum","staffed_adult_icu_bed_occupancy_7_day_sum","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum","staffed_icu_adult_patients_confirmed_covid_7_day_sum","total_patients_hospitalized_confirmed_influenza_7_day_sum","icu_patients_confirmed_influenza_7_day_sum","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum","total_beds_7_day_coverage","all_adult_hospital_beds_7_day_coverage","all_adult_hospital_inpatient_beds_7_day_coverage","inpatient_beds_used_7_day_coverage","all_adult_hospital_inpatient_bed_occupied_7_day_coverage","inpatient_beds_used_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage","inpatient_beds_7_day_coverage","total_icu_beds_7_day_coverage","total_staffed_adult_icu_beds_7_day_coverage","icu_beds_used_7_day_coverage","staffed_adult_icu_bed_occupancy_7_day_coverage","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage","staffed_icu_adult_patients_confirmed_covid_7_day_coverage","total_patients_hospitalized_confirmed_influenza_7_day_coverage","icu_patients_confirmed_influenza_7_day_coverage","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage","previous_day_admission_adult_covid_confirmed_7_day_sum","previous_day_admission_adult_covid_confirmed_18.19_7_day_sum","previous_day_admission_adult_covid_confirmed_20.29_7_day_sum","previous_day_admission_adult_covid_confirmed_30.39_7_day_sum","previous_day_admission_adult_covid_confirmed_40.49_7_day_sum","previous_day_admission_adult_covid_confirmed_50.59_7_day_sum","previous_day_admission_adult_covid_confirmed_60.69_7_day_sum","previous_day_admission_adult_covid_confirmed_70.79_7_day_sum","previous_day_admission_adult_covid_confirmed_80._7_day_sum","previous_day_admission_adult_covid_confirmed_unknown_7_day_sum","previous_day_admission_pediatric_covid_confirmed_7_day_sum","previous_day_covid_ED_visits_7_day_sum","previous_day_admission_adult_covid_suspected_7_day_sum","previous_day_admission_adult_covid_suspected_18.19_7_day_sum","previous_day_admission_adult_covid_suspected_20.29_7_day_sum","previous_day_admission_adult_covid_suspected_30.39_7_day_sum","previous_day_admission_adult_covid_suspected_40.49_7_day_sum","previous_day_admission_adult_covid_suspected_50.59_7_day_sum","previous_day_admission_adult_covid_suspected_60.69_7_day_sum","previous_day_admission_adult_covid_suspected_70.79_7_day_sum","previous_day_admission_adult_covid_suspected_80._7_day_sum","previous_day_admission_adult_covid_suspected_unknown_7_day_sum","previous_day_admission_pediatric_covid_suspected_7_day_sum","previous_day_total_ED_visits_7_day_sum","previous_day_admission_influenza_confirmed_7_day_sum","geocoded_hospital_address","hhs_ids","previous_day_admission_adult_covid_confirmed_7_day_coverage","previous_day_admission_pediatric_covid_confirmed_7_day_coverage","previous_day_admission_adult_covid_suspected_7_day_coverage","previous_day_admission_pediatric_covid_suspected_7_day_coverage","previous_week_personnel_covid_vaccinated_doses_administered_7_day","total_personnel_covid_vaccinated_doses_none_7_day","total_personnel_covid_vaccinated_doses_one_7_day","total_personnel_covid_vaccinated_doses_all_7_day","previous_week_patients_covid_vaccinated_doses_one_7_day","previous_week_patients_covid_vaccinated_doses_all_7_day"
"29","010036","2022/01/07","AL","010036","ANDALUSIA HEALTH","849 SOUTH THREE NOTCH STREET","ANDALUSIA",36420,"Short Term",1039,"false",59,56,46,24.3,24.3,NA,NA,NA,0,0,49,8,8,6.3,6.3,NA,NA,NA,NA,0,413,392,322,170,170,7,19,19,0,0,343,56,56,44,44,NA,4,NA,NA,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0,NA,0,0,NA,0,NA,NA,NA,0,31,0,0,0,0,0,0,0,0,0,0,0,428,0,"POINT (-86.495664 31.297418)","[C010036-A]",7,7,7,7,0,174,0,0,0,0
"30","010007","2022/01/07","AL","010007","MIZELL MEMORIAL HOSPITAL","702 N MAIN ST","OPP",36467,"Short Term",1039,"false",40,40,33,26.1,26.1,NA,NA,NA,0,0,33,5,5,4.4,4.4,NA,NA,0,0,0,280,280,231,183,183,7,23,23,0,0,231,35,35,31,31,NA,4,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,0,NA,NA,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,256,0,"POINT (-86.255414 31.292006)","[C010007-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"31","010008","2022/01/07","AL","010008","CRENSHAW COMMUNITY HOSPITAL","101 HOSPITAL CIRCLE","LUVERNE",36049,"Short Term",1041,"false",37,37,32,12.4,12.4,4.7,4.7,4.7,0,0,32,0,0,0,0,0,0,0,0,0,259,259,224,87,87,7,33,33,0,0,224,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,0,0,NA,0,NA,4,NA,0,0,33,0,0,0,0,0,0,0,0,0,0,0,159,0,"POINT (-86.265314 31.693773)","[C010008-A]",7,7,7,7,NA,96,0,76,NA,4
"32","010035","2022/01/07","AL","010035","CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","CULLMAN",35058,"Short Term",1043,"true",185,181,157,119.3,119,29.9,29.9,29.9,0,0,161,11,11,7.7,7.7,NA,NA,NA,NA,NA,1295,1267,1099,835,833,7,209,209,0,0,1127,77,77,54,54,17,17,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,24,0,0,NA,NA,NA,7,7,5,0,0,552,0,0,0,0,0,0,0,0,0,0,0,991,NA,"POINT (-86.805642 34.198587)","[C010035-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"33","010021","2022/01/07","AL","010021","DALE MEDICAL CENTER","126 HOSPITAL AVE","OZARK",36360,"Short Term",1045,"true",60,60,48,27.9,27.9,5.1,5.1,5.1,0,0,48,5,5,NA,NA,NA,NA,NA,NA,NA,420,420,336,195,195,7,36,36,0,0,336,35,35,25,25,11,11,7,4,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,0,65,0,21,0,18,NA,NA,18,NA,0,0,165,0,0,0,0,0,0,0,0,0,0,0,367,NA,"POINT (-85.630958 31.451637)","[C010021-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"34","010118","2022/01/07","AL","010118","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA",36701,"Short Term",1047,"true",125,115,97,50.6,45.6,NA,NA,NA,0,0,107,10,10,6.4,6.4,0,0,NA,NA,NA,875,805,679,354,319,7,27,27,0,0,749,70,70,45,45,0,0,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,378,NA,"POINT (-87.055271 32.430311)","[C010118-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"35","010012","2022/01/07","AL","010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE",35968,"Short Term",1049,"true",83.1,74.1,57.1,41.7,38.1,7.1,6.9,6.9,NA,0,66.1,8.6,8.6,6.9,6.9,NA,NA,NA,NA,0,582,519,400,292,267,7,48,48,NA,0,463,60,60,48,48,16,16,5,5,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0,0,0,0,NA,NA,5,0,0,0,149,16,0,0,NA,NA,NA,6,4,NA,0,NA,370,0,"","[C010012-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"36","010097","2022/01/07","AL","010097","ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE","WETUMPKA",36092,"Short Term",1051,"true",37,37,31,7.3,7.3,NA,NA,NA,0,0,31,0,0,0,0,0,0,NA,NA,NA,259,259,217,51,51,7,12,12,0,0,217,0,0,0,0,0,0,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,5,0,NA,0,0,NA,0,NA,NA,0,0,23,0,0,0,0,0,0,0,0,0,0,0,244,NA,"POINT (-86.18637 32.552069)","[C010097-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"37","010034","2022/01/07","AL","010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE",36078,"Short Term",1051,"true",50,50,45,8.6,8.6,NA,NA,NA,0,0,45,0,0,0,0,0,0,0,0,0,350,350,315,60,60,7,6,6,0,0,315,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,0,0,NA,0,0,NA,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,183,0,"POINT (-85.911996 32.535293)","[C010034-A]",7,7,7,7,0,NA,NA,NA,NA,NA
"38","010099","2022/01/07","AL","010099","D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","BREWTON",36426,"Short Term",1053,"true",65,59,50,19,19,4,4,NA,0,0,56,10,8,4.3,4.3,NA,NA,NA,NA,NA,455,413,350,133,133,7,28,27,0,0,392,70,56,30,30,6,5,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,12,0,0,NA,0,NA,NA,7,NA,0,0,115,NA,0,0,0,0,0,NA,0,0,0,0,283,NA,"POINT (-87.072367 31.127087)","[C010099-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"39","010169","2022/01/07","AL","010169","ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE","ATMORE",36502,"Short Term",1053,"true",52,52,46,27.9,27.9,8.9,8.9,8.9,0,0,46,6,6,4.9,4.9,NA,NA,0,0,0,364,364,322,195,195,7,62,62,0,0,322,42,42,34,34,22,22,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0,0,NA,NA,4,NA,NA,NA,0,0,39,0,0,0,0,0,0,0,0,0,0,0,218,0,"POINT (-87.479707 31.017327)","[C010169-A]",7,7,7,7,0,NA,NA,NA,NA,NA
"40","010040","2022/01/07","AL","010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN",35903,"Short Term",1055,"true",203,201,174,153.3,153.3,39.6,39.6,38.6,0,0,176,32,32,31.7,31.7,13.7,13.3,NA,0,0,1421,1407,1218,1073,1073,7,277,270,0,0,1232,224,224,222,222,96,93,NA,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,50,0,0,7,NA,8,14,10,8,0,0,260,6,NA,0,NA,NA,0,NA,NA,0,0,0,586,0,"POINT (-85.966858 34.009302)","[C010040-A]",7,7,7,7,17,312,903,903,0,0
"41","010046","2022/01/07","AL","010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN",35901,"Short Term",1055,"true",193,193,177,116.1,116.1,27.4,27.4,27.4,0,0,177,19,19,18,18,NA,NA,5.4,0,0,1351,1351,1239,813,813,7,192,192,0,0,1239,133,133,126,126,24,24,38,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,32,0,NA,NA,0,11,10,8,0,0,0,99,27,0,NA,NA,NA,11,8,4,0,0,0,520,NA,"POINT (-86.004091 34.003763)","[C010046-A]",7,7,7,7,0,0,0,0,0,0
"42","010045","2022/01/07","AL","010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE",35555,"Short Term",1057,"false",33,33,26,10.7,10.7,NA,NA,NA,0,0,26,NA,NA,0,0,0,0,NA,NA,NA,231,231,182,75,75,7,16,16,0,0,182,14,14,0,0,0,0,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,7,0,0,0,NA,NA,NA,NA,NA,0,0,103,0,0,0,0,0,0,0,0,0,0,0,247,NA,"POINT (-87.823189 33.708511)","[C010045-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"43","010158","2022/01/07","AL","010158","RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","RUSSELLVILLE",35653,"Short Term",1059,"false",31,29.3,22.3,17,17,NA,NA,NA,0,0,24,6,6,NA,NA,NA,NA,NA,NA,NA,217,205,156,119,119,7,10,6,0,0,168,42,42,13,13,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,4,0,0,NA,0,NA,NA,0,NA,0,0,105,NA,0,0,0,0,0,NA,NA,0,0,0,219,NA,"POINT (-87.717586 34.511208)","[C010158-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"44","011302","2022/01/07","AL","011302","RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY",35582,"Critical Access Hospitals",1059,"false",31,31,27,9.9,9.9,NA,NA,NA,0,0,27,0,0,0,0,0,0,NA,NA,NA,217,217,189,69,69,7,7,7,0,0,189,0,0,0,0,0,0,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,7,0,0,0,0,0,NA,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,70,NA,"POINT (-88.147418 34.457454)","[C011302-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"45","010062","2022/01/07","AL","010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA",36340,"Short Term",1061,"true",67,67,57,26.7,26.7,NA,NA,NA,0,0,57,6,6,NA,NA,0,0,NA,0,NA,469,469,399,187,187,7,10,10,0,0,399,42,42,17,17,0,0,NA,0,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,NA,NA,0,0,NA,NA,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,209,0,"POINT (-85.890837 31.048062)","[C010062-A]",7,7,7,7,0,0,0,0,0,0
"46","010051","2022/01/07","AL","010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW",35462,"Short Term",1063,"true",16,16,10,NA,NA,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,112,112,70,27,27,7,0,0,0,0,70,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,55,0,"POINT (-87.889328 32.84441)","[C010051-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"47","010095","2022/01/07","AL","010095","HALE COUNTY HOSPITAL","508 GREEN STREET","GREENSBORO",36744,"Short Term",1065,"true",27,27,21,8.6,8.6,NA,NA,NA,0,0,21,0,0,0,0,0,0,0,0,0,189,189,147,60,60,7,18,18,0,0,147,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,NA,0,0,0,NA,NA,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,250,0,"POINT (-87.018633 32.412098)","[C010095-A]",7,7,7,7,0,51,0,105,0,0
"48","010001","2022/01/07","AL","010001","SOUTHEAST HEALTH MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN",36301,"Short Term",1069,"true",392.6,370.6,342.6,345.4,335,43,42.9,42.9,NA,NA,364.6,51.6,37.6,48.1,41.7,5.7,5.7,0,0,0,2748,2594,2398,2418,2345,7,300,300,NA,NA,2552,361,263,337,292,40,40,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,57,0,6,5,NA,12,10,10,11,0,NA,196,0,0,0,0,0,0,0,0,0,0,0,1150,0,"POINT (-85.361725 31.214058)","[C010001-A]",7,7,7,7,18,505,148,2274,5,6
"49","012010","2022/01/07","AL","012010","NOLAND HOSPITAL DOTHAN II, LLC","1108 ROSS CLARK CIRCLE, 4TH FLOOR","DOTHAN",36302,"Long Term",1069,"true",32,32,32,18.4,18.4,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,224,224,224,129,129,7,0,0,0,0,224,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-85.361725 31.214058)","[C012010-A]",7,7,7,7,0,9,NA,40,0,0
"50","010055","2022/01/07","AL","010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN",36305,"Short Term",1069,"true",238,228,205,192.7,187.3,35.1,35.1,35.1,0,0,215,38,28,33.7,28.3,7.7,7.7,NA,NA,NA,1666,1596,1435,1349,1311,7,246,246,0,0,1505,266,196,236,198,54,54,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,42,NA,NA,NA,NA,9,13,9,5,0,0,290,0,0,0,0,0,0,0,0,0,0,0,946,NA,"POINT (-85.457563 31.235892)","[C010055-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"51","010061","2022/01/07","AL","010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO",35768,"Short Term",1071,"true",91,91,77,37.4,37.4,6.3,6.3,6.3,0,0,77,10,10,6.7,6.7,NA,NA,NA,0,0,637,637,539,262,262,7,44,44,0,0,539,70,70,47,47,16,16,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0,NA,0,NA,NA,NA,NA,NA,0,0,67,NA,0,0,0,0,0,0,NA,0,0,0,312,NA,"POINT (-86.046982 34.661401)","[C010061-A]",7,7,7,7,0,237,514,486,0,0
"52","012008","2022/01/07","AL","012008","SELECT SPECIALTY HOSPITAL - BIRMINGHAM","2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR","BIRMINGHAM",35209,"Long Term",1073,"true",38,38,38,28,28,NA,NA,NA,0,0,38,0,0,0,0,0,0,0,0,0,152,266,266,196,196,7,17,NA,0,0,266,0,0,0,0,0,0,0,0,0,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-86.776499 33.463083)","[C012008-A]",7,7,7,7,0,NA,NA,NA,NA,NA
"53","010018","2022/01/07","AL","010018","UAB CALLAHAN EYE HOSPITAL AUTHORITY","1720 UNIVERSITY BLVD, SUITE 500","BIRMINGHAM",35233,"Short Term",1073,"true",9,9,6,NA,NA,0,0,0,0,0,6,0,0,0,0,0,0,0,NA,NA,63,63,42,4,4,7,0,0,0,0,42,0,0,0,0,0,0,0,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,NA,"POINT (-86.802379 33.503148)","[C010018-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"54","010104","2022/01/07","AL","010104","GRANDVIEW MEDICAL CENTER","3690 GRANDVIEW PARKWAY","BIRMINGHAM",35243,"Short Term",1073,"true",409.4,387.4,365.4,357.9,340,52.9,52.7,52.7,NA,NA,387.4,90.3,68.3,85,67.1,17.4,17.4,NA,0,NA,2866,2712,2558,2505,2380,7,369,369,NA,NA,2712,632,478,595,470,122,122,9,0,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,53,NA,8,7,4,4,8,14,6,0,0,430,0,0,0,0,0,0,0,0,0,0,0,781,NA,"POINT (-86.720483 33.434364)","[C010104-A]",7,7,7,7,99,911,225,3121,0,0
"55","010139","2022/01/07","AL","010139","BROOKWOOD BAPTIST MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM",35209,"Short Term",1073,"true",334.1,291.1,251.1,209.7,191,28.4,26.4,25,NA,0,294.1,70.1,27.1,44.9,26.1,NA,NA,0,0,0,2339,2038,1758,1468,1337,7,185,175,14,0,2059,491,190,314,183,21,20,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,42,NA,NA,5,NA,8,12,4,7,0,0,254,7,0,0,0,NA,NA,0,NA,NA,0,5,769,0,"POINT (-86.77685 33.46291)","[C010139-A]",7,7,7,7,4654,1576,1428,1471,219,221
"56","010033","2022/01/07","AL","010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM",35233,"Short Term",1073,"true",1435,1325,1223,1196.4,1117.1,254.3,246.1,194.4,8.1,NA,1333,301,247,280,233.3,52.6,47.7,NA,NA,NA,10045,9275,8561,8375,7820,7,1723,1361,57,10,9331,2107,1729,1960,1633,368,334,21,5,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,192,0,NA,24,34,25,29,37,40,0,NA,1370,18,0,0,NA,5,0,NA,7,NA,NA,NA,2644,NA,"POINT (-86.801925 33.506132)","[C010033-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"57","010114","2022/01/07","AL","010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","BESSEMER",35021,"Short Term",1073,"true",164,164,164,116.3,116.3,34,34,33.9,0,0,164,21,21,21,21,4.7,4.6,0,0,0,1148,1148,1148,814,814,7,238,237,0,0,1148,147,147,147,147,33,32,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,41,0,4,NA,4,6,9,9,8,0,0,513,NA,0,0,NA,NA,0,NA,0,0,0,0,1609,0,"POINT (-86.991709 33.373086)","[C010114-A]",7,7,7,7,27,359,64,1028,200,0
"58","010103","2022/01/07","AL","010103","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM",35211,"Short Term",1073,"true",303,291,261,168.7,166.7,40.3,40.3,40.3,0,0,273,57,45,37.1,35.1,12.4,12.4,0,0,0,2121,2037,1827,1181,1167,7,282,282,0,0,1911,399,315,260,246,87,87,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,49,0,NA,NA,4,NA,15,13,11,0,0,278,72,NA,7,NA,10,4,22,17,8,0,0,590,0,"POINT (-86.846742 33.499004)","[C010103-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"59","012009","2022/01/07","AL","012009","NOLAND HOSPITAL BIRMINGHAM II, LLC","50 MEDICAL PARK EAST DRIVE 8TH FLOOR","BIRMINGHAM",35235,"Long Term",1073,"true",24,24,24,15.1,15.1,NA,NA,NA,0,0,24,0,0,0,0,0,0,NA,NA,NA,168,168,168,106,106,7,NA,NA,0,0,168,0,0,0,0,0,0,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"POINT (-86.665138 33.595444)","[C012009-A]",7,7,7,7,0,0,NA,59,0,0
"60","010056","2022/01/07","AL","010056","ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","BIRMINGHAM",35205,"Short Term",1073,"true",509.9,479.9,450.9,377.4,358.1,61.3,59.1,56.3,NA,0,480.9,89.3,59.3,74.7,55.4,15.9,15.9,0,0,0,3569,3359,3156,2642,2507,7,414,394,15,0,3366,625,415,523,388,111,111,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,73,0,5,NA,4,11,15,19,18,0,0,341,0,0,0,0,0,0,0,0,0,0,0,685,0,"POINT (-86.788794 33.508075)","[C010056-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"61","010011","2022/01/07","AL","010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM",35235,"Short Term",1073,"true",335.9,335.9,305.9,258.6,258.6,44.3,44.3,44.3,0,0,305.9,55.3,55.3,51,51,14.9,14.9,NA,NA,0,2351,2351,2141,1810,1810,7,310,310,0,0,2141,387,387,357,357,104,104,NA,NA,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,62,0,NA,5,7,10,12,15,10,0,0,331,0,0,0,0,0,0,0,0,0,0,0,722,NA,"POINT (-86.665138 33.595444)","[C010011-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"62","013300","2022/01/07","AL","013300","CHILDREN'S HOSPITAL OF ALABAMA","1600 SEVENTH AVENUE SOUTH","BIRMINGHAM",35233,"Childrens Hospitals",1073,"true",414,191,171,333.6,145.9,23.3,0,0,23.3,21.9,394,48,0,46,0,0,0,NA,NA,NA,2898,1337,1197,2335,1021,7,0,0,163,153,2758,336,0,322,0,0,0,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,504,35,0,0,0,0,0,0,0,0,35,49,1055,NA,"POINT (-86.805381 33.503222)","[C013300-A]",7,7,7,7,27,528,4559,4559,225,189
"63","010006","2022/01/07","AL","010006","NORTH ALABAMA MEDICAL CENTER","1701 VETERANS DRIVE","FLORENCE",35630,"Short Term",1077,"true",268,256,216,196,188,26.3,26,26,NA,NA,228,40,40,31.3,31.3,7.9,7.9,NA,NA,NA,1876,1792,1512,1372,1316,7,182,182,NA,NA,1596,280,280,219,219,55,55,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,32,0,5,10,NA,NA,7,6,NA,0,0,79,8,0,0,0,0,0,0,0,8,0,0,813,NA,"POINT (-87.653141 34.802511)","[C010006-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
